Age,"Height, cm",Weight,Place of birth,Gold,Silver,Bronze,Total,Sport,Sex_F,Sex_M
30,172.0,85.0,24,0,0,0,0,17,0,1
29,180.0,63.0,184,0,0,0,0,2,1,0
28,196.0,76.0,18,0,0,0,0,6,0,1
25,188.0,94.0,66,0,0,0,0,3,0,1
25,171.0,62.0,184,0,0,0,0,2,1,0
25,175.0,59.0,165,0,0,0,0,8,1,0
27,183.0,62.0,93,0,0,0,0,2,1,0
32,174.0,62.0,184,0,0,0,0,7,0,1
23,179.0,60.0,151,0,0,0,0,2,1,0
20,185.0,74.0,144,0,0,0,0,6,0,1
21,179.0,69.0,129,1,1,0,2,6,1,0
27,172.0,53.0,144,0,0,0,0,2,1,0
33,172.0,65.0,140,0,0,0,0,2,0,1
24,172.0,60.0,68,0,0,0,0,4,0,1
56,177.0,76.0,66,0,0,0,0,13,0,1
27,191.0,86.0,32,0,0,0,0,6,0,1
30,183.0,76.0,66,0,1,0,1,14,0,1
22,181.0,120.0,180,0,0,0,0,4,0,1
24,200.0,100.0,66,0,0,0,0,3,0,1
27,201.0,126.0,70,0,0,0,0,2,0,1
25,177.0,73.0,144,0,0,0,0,2,0,1
29,190.0,75.0,129,0,0,0,0,2,0,1
34,177.0,75.0,150,0,0,0,0,11,0,1
35,188.0,75.0,62,0,0,0,0,2,0,1
23,167.0,68.0,49,0,0,0,0,18,1,0
24,185.0,71.0,165,0,0,0,0,11,0,1
27,192.0,93.0,33,0,0,0,0,2,0,1
29,185.0,71.0,62,0,0,0,0,2,0,1
26,159.0,52.0,89,0,0,1,1,1,1,0
28,187.0,76.0,66,0,0,0,0,6,0,1
21,189.0,70.0,37,0,0,0,0,16,1,0
29,178.0,61.0,186,0,0,0,0,2,0,1
31,188.0,73.0,32,0,0,0,0,15,0,1
33,175.0,60.0,26,0,0,0,0,11,1,0
34,179.0,87.0,151,0,0,0,0,22,0,1
22,193.0,92.0,108,0,0,0,0,6,0,1
23,172.0,59.0,58,0,0,0,0,2,1,0
28,193.0,78.0,144,0,0,0,0,1,1,0
29,169.0,72.0,184,0,0,0,0,4,1,0
21,183.0,116.0,186,0,0,0,0,2,0,1
23,170.0,66.0,151,0,0,0,0,4,0,1
23,193.0,115.0,49,0,0,0,0,2,1,0
30,189.0,73.0,151,0,0,0,0,2,0,1
22,183.0,74.0,167,0,0,0,0,15,0,1
16,165.0,50.0,159,0,0,0,0,6,1,0
29,168.0,66.0,151,0,0,0,0,4,0,1
30,155.0,43.0,110,0,0,0,0,2,1,0
24,180.0,115.0,180,0,0,0,0,2,1,0
26,186.0,96.0,92,0,0,0,0,4,0,1
26,166.0,57.0,70,0,0,0,0,2,1,0
26,174.0,73.0,117,0,0,1,1,1,0,1
19,178.0,61.0,92,0,0,0,0,2,0,1
42,181.0,80.0,18,0,0,0,0,12,0,1
26,163.0,54.0,180,0,0,0,0,2,1,0
24,178.0,65.0,151,0,0,0,0,2,0,1
25,185.0,83.0,108,0,0,0,0,2,0,1
24,178.0,77.0,92,0,0,0,0,19,0,1
26,170.0,60.0,94,0,0,0,0,2,1,0
24,175.0,64.0,92,0,0,0,0,16,1,0
29,176.0,70.0,137,0,0,0,0,2,0,1
29,176.0,58.0,184,0,0,0,0,2,1,0
33,184.0,84.0,151,0,0,0,0,19,0,1
27,179.0,71.0,151,0,0,0,0,19,1,0
32,179.0,84.0,54,0,0,0,0,12,0,1
22,197.0,165.0,83,0,0,0,0,17,0,1
26,179.0,76.0,89,0,0,0,0,2,1,0
30,190.0,120.0,85,0,0,0,0,4,0,1
25,167.0,57.0,61,0,0,0,0,22,1,0
23,197.0,104.0,168,0,0,0,0,11,0,1
29,185.0,78.0,29,0,0,0,0,16,0,1
37,164.0,53.0,108,0,0,0,0,2,1,0
43,168.0,58.0,68,0,0,0,0,9,1,0
23,170.0,60.0,149,0,0,0,0,12,1,0
31,153.0,48.0,154,0,0,0,0,4,1,0
18,181.0,88.0,72,0,0,0,0,6,0,1
28,167.0,62.0,62,0,0,0,0,14,1,0
27,187.0,75.0,93,0,0,0,0,15,0,1
25,183.0,83.0,11,0,0,0,0,9,0,1
20,168.0,57.0,129,0,0,0,0,2,1,0
24,182.0,82.0,11,0,0,0,0,2,1,0
29,170.0,56.0,135,0,0,0,0,8,1,0
27,176.0,67.0,168,0,0,0,0,2,1,0
27,160.0,50.0,126,0,0,0,0,2,1,0
25,188.0,63.0,44,0,0,0,0,2,0,1
27,185.0,70.0,57,0,0,0,0,2,0,1
28,165.0,60.0,62,0,0,0,0,20,1,0
32,157.0,66.0,47,0,0,0,0,1,0,1
26,176.0,66.0,116,0,0,0,0,2,0,1
34,175.0,64.0,186,0,0,0,0,2,0,1
23,168.0,57.0,52,0,0,0,0,2,1,0
24,178.0,61.0,52,0,0,0,0,2,1,0
41,170.0,68.0,74,0,0,0,0,9,0,1
23,160.0,60.0,116,0,0,0,0,5,0,1
28,186.0,73.0,57,0,0,0,0,15,0,1
24,157.0,54.0,7,0,0,0,0,10,1,0
20,167.0,47.0,116,0,1,0,1,5,0,1
26,165.0,57.0,116,0,0,0,0,5,1,0
26,177.0,82.0,66,0,0,0,0,16,1,0
28,185.0,72.0,61,0,0,0,0,2,0,1
30,168.0,53.0,150,0,0,0,0,8,1,0
30,171.0,58.0,66,0,0,0,0,2,1,0
37,183.0,95.0,186,0,0,0,0,9,0,1
28,166.0,57.0,70,0,0,0,0,20,1,0
25,195.0,80.0,186,0,0,0,0,2,0,1
22,182.0,75.0,24,0,0,0,0,6,0,1
21,165.0,80.0,65,0,0,0,0,2,0,1
33,159.0,53.0,92,0,0,0,0,16,1,0
27,160.0,52.0,92,0,0,0,0,2,1,0
19,176.0,60.0,62,0,0,0,0,6,1,0
19,173.0,61.0,52,0,0,0,0,2,0,1
32,183.0,74.0,26,0,0,0,0,11,0,1
21,165.0,55.0,26,0,0,0,0,2,1,0
30,164.0,57.0,145,0,0,0,0,2,1,0
23,187.0,78.0,89,0,0,0,0,6,0,1
20,191.0,98.0,162,0,0,0,0,3,0,1
30,174.0,64.0,184,0,0,0,0,8,0,1
22,187.0,138.0,26,0,0,0,0,17,0,1
30,184.0,75.0,101,0,0,0,0,15,0,1
43,182.0,95.0,121,0,0,0,0,9,0,1
27,189.0,76.0,8,0,0,0,0,2,0,1
15,168.0,63.0,180,0,0,0,0,6,1,0
25,180.0,72.0,57,0,0,0,0,11,0,1
29,170.0,59.0,57,0,0,0,0,2,1,0
18,165.0,56.0,174,0,0,0,0,6,1,0
26,190.0,84.0,62,0,0,0,0,6,0,1
29,161.0,63.0,81,0,0,0,0,4,1,0
16,159.0,58.0,26,0,0,0,0,14,1,0
28,163.0,63.0,92,0,0,0,0,13,0,1
24,160.0,56.0,92,0,0,0,0,10,1,0
25,178.0,60.0,92,0,0,0,0,2,0,1
21,187.0,75.0,135,0,0,0,0,11,0,1
27,184.0,81.0,62,0,0,0,0,6,0,1
32,180.0,74.0,62,0,0,0,0,9,0,1
30,194.0,83.0,89,0,0,0,0,16,0,1
23,171.0,62.0,151,0,0,0,0,2,1,0
26,172.0,60.0,151,0,0,0,0,2,1,0
21,180.0,72.0,151,0,0,0,0,2,1,0
24,176.0,65.0,151,0,0,0,0,2,1,0
25,177.0,73.0,159,0,0,0,0,14,0,1
20,164.0,47.0,141,0,0,0,0,2,1,0
25,186.0,78.0,144,0,0,0,0,6,0,1
30,171.0,70.0,66,0,0,0,0,2,1,0
30,180.0,100.0,187,0,0,0,0,1,0,1
27,182.0,90.0,151,0,0,0,0,2,1,0
25,163.0,60.0,7,0,0,0,0,10,1,0
29,185.0,89.0,162,0,0,0,0,3,0,1
27,177.0,78.0,70,0,0,0,0,11,0,1
25,198.0,78.0,165,0,0,0,0,15,0,1
27,177.0,62.0,62,0,0,0,0,13,0,1
32,163.0,66.0,70,0,0,0,0,9,1,0
29,171.0,65.0,108,0,0,0,0,11,1,0
39,187.0,83.0,26,0,0,0,0,11,0,1
24,183.0,89.0,176,0,0,0,0,2,0,1
21,170.0,63.0,186,0,0,0,0,9,1,0
42,197.0,99.0,12,0,0,0,0,9,0,1
18,183.0,76.0,12,0,0,0,0,6,0,1
25,182.0,75.0,165,0,0,0,0,9,0,1
22,180.0,82.0,50,0,0,0,0,11,0,1
25,170.0,68.0,12,0,0,0,0,11,1,0
25,170.0,70.0,11,0,0,0,0,6,1,0
20,179.0,65.0,129,0,0,0,0,2,1,0
23,193.0,82.0,70,0,0,0,0,2,0,1
39,176.0,74.0,12,0,0,0,0,12,0,1
31,190.0,67.0,70,0,0,0,0,2,0,1
25,176.0,65.0,11,1,1,0,2,6,1,0
32,186.0,69.0,109,0,0,0,0,15,0,1
23,168.0,60.0,70,0,0,0,0,4,0,1
24,165.0,63.0,87,0,0,0,0,1,1,0
22,175.0,63.0,70,0,0,0,0,22,1,0
31,174.0,65.0,12,0,0,0,0,11,0,1
30,180.0,66.0,186,0,0,0,0,2,1,0
29,186.0,94.0,7,0,0,0,0,1,0,1
26,186.0,67.0,70,0,0,0,0,9,0,1
25,165.0,64.0,139,0,0,0,0,11,1,0
28,176.0,81.0,62,0,0,0,0,1,0,1
22,185.0,74.0,186,2,1,1,4,6,1,0
43,169.0,63.0,70,0,0,0,0,13,1,0
23,185.0,83.0,70,0,0,0,0,2,0,1
22,176.0,72.0,150,0,0,0,0,6,0,1
32,190.0,84.0,150,0,0,0,0,6,0,1
27,189.0,99.0,66,0,0,0,0,3,0,1
26,178.0,60.0,70,0,0,0,0,22,1,0
17,170.0,62.0,156,0,0,0,0,6,0,1
23,183.0,72.0,12,0,0,0,0,15,0,1
26,176.0,63.0,70,0,0,0,0,14,1,0
34,183.0,68.0,70,1,0,0,1,13,0,1
23,184.0,67.0,70,0,0,0,0,6,1,0
28,179.0,64.0,129,0,1,0,1,6,1,0
34,165.0,71.0,129,0,0,0,0,13,0,1
27,180.0,70.0,70,0,0,0,0,14,0,1
24,175.0,70.0,12,0,0,0,0,2,1,0
28,177.0,64.0,70,0,0,0,0,10,1,0
16,188.0,73.0,76,0,0,0,0,6,0,1
26,185.0,70.0,186,0,0,0,0,7,0,1
24,183.0,74.0,11,0,0,0,0,10,1,0
50,167.0,74.0,70,0,0,0,0,9,0,1
27,173.0,80.0,186,0,0,0,0,6,0,1
26,172.0,68.0,165,0,0,0,0,7,0,1
21,180.0,75.0,52,0,0,0,0,6,0,1
26,180.0,105.0,70,0,0,0,0,2,1,0
32,173.0,63.0,186,0,0,0,0,2,1,0
26,197.0,95.0,70,0,0,0,0,16,0,1
27,187.0,70.0,89,0,0,0,0,2,0,1
49,175.0,65.0,165,0,0,0,0,13,0,1
30,190.0,80.0,26,0,0,0,0,8,0,1
26,168.0,60.0,186,0,0,0,0,4,0,1
30,186.0,132.0,186,0,0,0,0,2,0,1
24,197.0,85.0,66,0,0,0,0,3,0,1
31,206.0,93.0,186,0,0,0,0,2,0,1
28,167.0,64.0,45,0,0,0,0,2,1,0
39,191.0,85.0,186,0,0,0,0,16,1,0
24,187.0,82.0,89,0,0,0,0,6,0,1
33,185.0,78.0,62,0,0,0,0,2,0,1
26,172.0,57.0,32,0,0,0,0,2,1,0
24,182.0,75.0,66,0,0,0,0,11,0,1
28,177.0,56.0,179,0,0,0,0,2,0,1
37,186.0,87.0,49,0,0,0,0,2,0,1
24,177.0,81.0,159,0,0,0,0,1,0,1
18,179.0,65.0,11,0,0,0,0,9,1,0
30,179.0,75.0,129,0,0,0,0,2,0,1
20,180.0,70.0,11,1,1,0,2,6,1,0
35,169.0,56.0,70,0,0,0,0,2,1,0
24,178.0,61.0,59,0,0,0,0,2,0,1
27,175.0,70.0,32,0,0,0,0,5,0,1
22,183.0,104.0,186,0,0,0,0,3,1,0
26,170.0,59.0,50,0,0,0,0,13,1,0
46,174.0,68.0,162,0,0,0,0,9,1,0
40,172.0,51.0,49,0,0,0,0,2,1,0
27,171.0,73.0,87,0,0,0,0,11,0,1
22,170.0,64.0,186,0,0,0,0,10,1,0
29,176.0,84.0,151,0,0,0,0,4,0,1
20,165.0,59.0,178,0,0,0,0,2,1,0
28,175.0,63.0,189,0,0,0,0,6,1,0
28,203.0,125.0,114,0,0,0,0,2,0,1
23,210.0,101.0,0,0,0,0,0,31,0,1
22,155.0,55.0,151,0,0,0,0,4,0,1
21,178.0,73.0,150,0,0,0,0,2,1,0
27,188.0,94.0,108,0,0,0,0,2,1,0
26,170.0,65.0,62,0,0,0,0,2,1,0
42,167.0,58.0,89,0,0,0,0,11,1,0
26,180.0,73.0,54,0,0,0,0,2,0,1
27,174.0,59.0,61,0,0,0,0,6,1,0
21,155.0,48.0,156,0,0,0,0,9,1,0
24,189.0,77.0,135,0,0,1,1,20,0,1
27,175.0,66.0,3,0,0,0,0,4,0,1
29,189.0,76.0,151,0,0,0,0,20,0,1
34,180.0,81.0,57,0,0,0,0,9,0,1
33,176.0,64.0,158,0,0,0,0,2,1,0
33,173.0,59.0,162,0,0,0,0,2,1,0
35,158.0,52.0,7,0,0,0,0,11,1,0
26,172.0,65.0,11,0,0,0,0,8,0,1
25,168.0,56.0,66,0,0,0,0,10,1,0
29,185.0,120.0,54,0,0,0,0,4,0,1
22,170.0,66.0,151,0,0,0,0,4,0,1
18,179.0,96.0,93,0,0,0,0,4,0,1
22,184.0,75.0,151,0,0,0,0,2,0,1
30,174.0,62.0,184,0,0,0,0,2,0,1
23,170.0,68.0,130,0,0,0,0,6,0,1
25,165.0,58.0,83,0,0,0,0,12,1,0
18,157.0,50.0,115,0,0,0,0,6,1,0
21,183.0,71.0,93,0,0,0,0,3,0,1
23,172.0,66.0,66,0,0,0,0,2,1,0
25,165.0,63.0,93,0,0,0,0,4,1,0
20,168.0,60.0,37,0,0,0,0,16,1,0
21,196.0,90.0,150,0,0,0,0,6,0,1
29,171.0,63.0,135,0,0,0,0,20,1,0
28,188.0,79.0,186,0,0,0,0,6,0,1
17,171.0,56.0,37,0,0,0,0,6,1,0
28,174.0,74.0,151,0,0,0,0,4,0,1
28,160.0,53.0,24,0,0,0,0,20,1,0
23,180.0,84.0,151,0,0,0,0,4,0,1
22,175.0,75.0,184,0,0,0,0,9,1,0
26,174.0,73.0,135,0,0,0,0,10,1,0
22,175.0,60.0,66,0,0,0,0,2,1,0
21,178.0,73.0,32,0,0,0,0,6,0,1
34,192.0,73.0,151,0,0,0,0,16,1,0
20,167.0,66.0,68,1,0,0,1,1,0,1
29,167.0,60.0,66,0,0,0,0,11,1,0
24,177.0,58.0,184,0,0,0,0,2,1,0
30,192.0,85.0,37,0,0,0,0,2,0,1
24,183.0,80.0,37,0,0,0,0,11,0,1
26,163.0,60.0,37,0,0,0,0,7,1,0
23,190.0,82.0,37,0,0,0,0,6,0,1
23,186.0,78.0,37,0,0,0,0,6,0,1
24,152.0,50.0,92,0,0,0,0,10,1,0
24,168.0,50.0,92,0,0,0,0,2,1,0
21,165.0,55.0,127,0,0,0,0,4,0,1
16,165.0,61.0,76,0,0,0,0,6,1,0
22,173.0,66.0,92,0,0,0,0,16,1,0
26,187.0,61.0,151,0,0,0,0,2,1,0
21,191.0,82.0,151,0,0,0,0,2,0,1
22,167.0,52.0,184,0,0,0,0,2,1,0
25,176.0,74.0,151,0,0,0,0,11,1,0
34,169.0,50.0,151,0,0,0,0,2,1,0
41,170.0,73.0,151,0,0,0,0,9,0,1
24,177.0,75.0,37,0,0,0,0,14,0,1
21,190.0,75.0,151,0,0,0,0,2,0,1
23,173.0,58.0,59,0,0,0,0,2,0,1
23,162.0,60.0,68,0,0,0,0,1,0,1
24,166.0,65.0,184,0,0,0,0,20,1,0
23,164.0,60.0,24,0,0,0,0,2,1,0
21,166.0,45.0,59,0,0,0,0,2,1,0
24,160.0,48.0,151,0,0,0,0,2,1,0
28,199.0,85.0,0,0,0,0,0,2,0,1
26,172.0,56.0,24,0,0,0,0,2,1,0
26,190.0,140.0,184,0,0,0,0,17,0,1
28,182.0,60.0,37,0,0,0,0,2,0,1
25,178.0,92.0,24,0,0,0,0,2,1,0
36,188.0,84.0,89,0,0,0,0,11,0,1
24,172.0,68.0,66,0,0,0,0,12,1,0
26,164.0,59.0,122,0,0,0,0,1,0,1
33,180.0,82.0,81,0,0,0,0,9,0,1
32,168.0,55.0,151,0,0,0,0,2,1,0
26,188.0,120.0,151,0,0,0,0,2,0,1
26,177.0,55.0,32,0,0,0,0,2,1,0
27,165.0,60.0,123,0,0,0,0,1,0,1
19,172.0,61.0,111,0,0,0,0,2,0,1
26,175.0,60.0,86,0,0,0,0,9,0,1
17,161.0,50.0,43,0,0,0,0,6,1,0
25,177.0,73.0,144,0,0,0,0,2,0,1
21,185.0,76.0,162,0,0,0,0,6,0,1
27,168.0,59.0,70,0,0,0,0,12,1,0
26,189.0,80.0,162,0,0,0,0,6,0,1
27,198.0,84.0,151,0,0,0,0,2,0,1
23,156.0,57.0,26,0,0,0,0,2,1,0
26,179.0,76.0,185,0,0,0,0,2,0,1
23,170.0,60.0,145,0,0,0,0,8,0,1
31,161.0,57.0,26,0,0,0,0,12,1,0
22,172.0,63.0,26,0,0,0,0,1,1,0
25,203.0,155.0,26,0,0,1,1,1,0,1
20,168.0,57.0,26,0,0,0,0,1,1,0
31,173.0,60.0,145,0,0,0,0,2,0,1
32,173.0,80.0,145,0,0,0,0,2,1,0
26,159.0,56.0,47,0,0,0,0,12,1,0
25,178.0,63.0,114,0,0,0,0,2,0,1
22,177.0,58.0,22,0,0,0,0,2,1,0
32,169.0,58.0,159,0,0,0,0,8,1,0
22,188.0,135.0,149,0,0,0,0,1,0,1
21,171.0,60.0,66,0,0,0,0,6,1,0
38,160.0,45.0,149,0,0,0,0,2,1,0
35,185.0,103.0,66,0,0,0,0,11,0,1
21,185.0,75.0,186,0,0,0,0,6,0,1
25,165.0,54.0,186,0,0,0,0,2,1,0
30,162.0,59.0,71,0,0,0,0,2,1,0
27,175.0,59.0,90,0,0,0,0,2,1,0
28,170.0,70.0,113,0,0,0,0,2,1,0
32,170.0,58.0,90,0,0,0,0,2,1,0
27,156.0,47.0,18,0,0,0,0,10,1,0
20,183.0,77.0,151,0,0,0,0,6,0,1
25,186.0,81.0,129,0,0,0,0,2,0,1
23,168.0,63.0,100,0,0,0,0,2,0,1
25,188.0,90.0,62,0,1,0,1,20,0,1
20,189.0,94.0,101,0,0,0,0,2,0,1
24,175.0,61.0,193,0,0,0,0,8,0,1
20,162.0,56.0,46,0,0,0,0,6,1,0
34,184.0,68.0,184,0,0,0,0,2,0,1
25,169.0,62.0,151,0,0,0,0,11,1,0
18,186.0,70.0,168,0,0,0,0,6,1,0
19,180.0,77.0,50,0,0,0,0,6,0,1
24,191.0,88.0,151,0,0,0,0,12,0,1
36,165.0,58.0,72,0,0,0,0,11,1,0
26,180.0,67.0,49,0,0,0,0,7,0,1
54,175.0,77.0,66,0,0,0,0,13,0,1
25,178.0,60.0,68,0,0,0,0,2,0,1
31,185.0,94.0,151,0,0,0,0,11,0,1
26,176.0,60.0,50,0,0,0,0,12,1,0
22,190.0,77.0,29,0,0,0,0,16,0,1
30,170.0,60.0,49,0,0,0,0,2,1,0
21,160.0,43.0,184,0,0,0,0,2,1,0
23,166.0,56.0,144,0,0,0,0,11,1,0
31,168.0,56.0,151,0,0,0,0,11,1,0
32,188.0,77.0,108,0,0,0,0,2,1,0
28,180.0,78.0,151,0,0,0,0,6,0,1
20,183.0,114.0,184,0,0,0,0,2,1,0
36,183.0,96.0,135,0,0,0,0,11,0,1
27,186.0,83.0,11,0,0,0,0,11,0,1
31,187.0,77.0,184,0,0,0,0,2,0,1
32,188.0,84.0,151,0,0,0,0,6,0,1
29,170.0,70.0,184,0,0,0,0,1,1,0
26,180.0,80.0,90,0,0,0,0,2,0,1
25,178.0,71.0,184,0,0,0,0,2,0,1
22,172.0,60.0,159,0,0,0,0,6,1,0
20,183.0,84.0,90,0,0,0,0,2,0,1
34,174.0,70.0,151,0,0,0,0,12,0,1
29,183.0,73.0,153,0,0,0,0,1,0,1
24,183.0,115.0,66,0,0,0,0,2,0,1
25,172.0,59.0,66,0,0,0,0,6,1,0
19,168.0,55.0,11,0,0,0,0,5,1,0
25,183.0,85.0,11,0,0,0,0,19,0,1
20,159.0,57.0,11,0,0,0,0,10,1,0
29,193.0,104.0,186,0,0,0,0,3,0,1
22,174.0,52.0,32,0,0,0,0,2,1,0
30,166.0,48.0,135,0,0,0,0,2,1,0
21,204.0,97.0,82,0,0,0,0,16,0,1
31,175.0,67.0,90,0,0,0,0,2,0,1
31,197.0,130.0,129,0,0,0,0,2,0,1
26,181.0,68.0,11,0,0,0,0,3,1,0
36,181.0,82.0,90,0,0,0,0,2,1,0
27,183.0,70.0,20,0,0,0,0,2,0,1
33,165.0,66.0,186,0,0,0,0,10,1,0
30,170.0,60.0,186,0,0,0,0,2,1,0
23,182.0,62.0,167,0,0,0,0,6,1,0
26,174.0,85.0,187,0,0,0,0,2,1,0
18,170.0,67.0,129,0,0,0,0,18,1,0
21,174.0,64.0,135,0,0,0,0,11,0,1
25,179.0,81.0,150,0,0,0,0,6,0,1
20,175.0,65.0,151,0,0,0,0,19,1,0
16,175.0,66.0,144,0,0,0,0,6,1,0
27,185.0,108.0,184,0,0,0,0,2,0,1
21,164.0,65.0,70,0,0,0,0,12,1,0
27,191.0,77.0,186,0,0,0,0,2,0,1
26,165.0,73.0,186,0,0,0,0,2,0,1
19,186.0,73.0,11,0,0,0,0,2,0,1
34,160.0,72.0,110,0,0,0,0,4,1,0
21,179.0,64.0,129,0,0,0,0,10,1,0
26,170.0,66.0,50,0,0,0,0,11,1,0
33,178.0,85.0,97,1,0,0,1,1,0,1
21,178.0,82.0,37,0,0,0,0,3,1,0
26,174.0,70.0,37,0,0,0,0,10,1,0
20,175.0,67.0,37,0,0,0,0,6,1,0
25,170.0,61.0,186,1,1,0,2,6,1,0
27,183.0,70.0,180,0,0,0,0,16,1,0
26,165.0,60.0,93,0,0,0,0,2,1,0
37,183.0,72.0,50,0,0,0,0,15,0,1
25,170.0,68.0,52,0,0,0,0,2,0,1
24,175.0,60.0,188,0,0,0,0,2,0,1
33,198.0,98.0,162,0,0,0,0,3,0,1
29,170.0,73.0,184,0,0,0,0,1,0,1
22,170.0,65.0,117,0,0,0,0,4,1,0
26,172.0,64.0,178,0,0,0,0,2,0,1
26,169.0,55.0,83,0,0,0,0,4,0,1
25,176.0,65.0,7,0,0,0,0,7,0,1
21,132.0,62.0,189,0,0,0,0,2,1,0
29,178.0,72.0,116,0,0,0,0,22,0,1
25,186.0,85.0,185,0,0,0,0,15,0,1
20,183.0,74.0,92,0,0,0,0,6,0,1
19,168.0,52.0,132,0,0,0,0,2,1,0
25,168.0,58.0,62,0,0,0,0,2,1,0
19,188.0,94.0,11,0,0,0,0,3,1,0
29,167.0,55.0,26,0,0,0,0,4,1,0
38,171.0,60.0,26,0,0,0,0,9,1,0
26,164.0,55.0,89,0,0,0,0,2,1,0
22,175.0,64.0,162,0,0,0,0,2,1,0
28,165.0,56.0,89,0,0,0,0,5,1,0
27,191.0,79.0,186,0,0,0,0,2,0,1
22,158.0,60.0,84,0,0,0,0,13,1,0
26,171.0,71.0,66,0,0,0,0,22,1,0
25,180.0,75.0,90,0,0,0,0,2,1,0
28,155.0,52.0,104,0,0,0,0,2,1,0
23,181.0,93.0,49,0,0,0,0,20,0,1
26,172.0,63.0,70,0,0,0,0,2,1,0
20,184.0,79.0,159,0,0,0,0,2,1,0
30,166.0,53.0,165,0,0,0,0,8,1,0
30,176.0,68.0,144,0,0,0,0,13,0,1
40,168.0,60.0,70,0,0,0,0,7,1,0
24,183.0,85.0,66,0,0,0,0,6,1,0
31,182.0,80.0,49,0,0,0,0,2,1,0
24,161.0,55.0,11,0,0,0,0,15,1,0
25,168.0,55.0,70,0,0,0,0,13,1,0
26,196.0,92.0,11,0,1,0,1,6,0,1
25,173.0,61.0,165,0,0,0,0,2,1,0
22,183.0,67.0,165,0,0,0,0,2,1,0
24,171.0,64.0,7,0,0,0,0,10,1,0
21,171.0,60.0,7,0,0,0,0,10,1,0
30,180.0,85.0,11,0,0,0,0,2,0,1
24,171.0,54.0,124,0,0,0,0,8,1,0
20,183.0,78.0,109,0,0,0,0,6,0,1
24,157.0,48.0,184,0,0,0,0,4,1,0
23,174.0,66.0,70,0,0,0,0,4,0,1
26,175.0,78.0,70,0,0,0,0,2,1,0
23,174.0,59.0,108,0,0,0,0,2,1,0
30,188.0,108.0,72,0,0,0,0,2,0,1
28,174.0,55.0,29,0,0,0,0,2,1,0
24,173.0,66.0,150,0,0,0,0,7,0,1
31,176.0,86.0,70,0,0,0,0,11,0,1
26,205.0,80.0,162,0,0,0,0,16,0,1
25,189.0,80.0,7,0,0,0,0,2,0,1
34,206.0,107.0,186,0,0,0,0,16,0,1
20,198.0,82.0,135,0,0,0,0,6,0,1
25,190.0,80.0,66,0,0,0,0,15,0,1
25,194.0,80.0,108,0,0,0,0,2,0,1
29,163.0,50.0,24,0,0,0,0,2,1,0
25,188.0,85.0,70,0,0,0,0,6,0,1
17,158.0,59.0,66,0,0,0,0,5,1,0
26,191.0,79.0,151,0,0,0,0,2,0,1
29,194.0,96.0,22,0,0,0,0,16,1,0
23,207.0,89.0,22,0,0,0,0,16,0,1
23,185.0,68.0,151,0,0,0,0,16,1,0
26,185.0,82.0,62,0,0,0,0,6,0,1
25,185.0,79.0,144,0,0,0,0,22,0,1
29,181.0,74.0,165,0,0,0,0,11,0,1
31,183.0,70.0,62,0,0,0,0,13,0,1
24,175.0,80.0,32,0,0,0,0,2,1,0
28,189.0,115.0,32,0,0,0,0,2,0,1
25,178.0,72.0,90,0,0,0,0,2,0,1
34,170.0,55.0,149,0,0,0,0,2,1,0
22,172.0,62.0,72,0,0,0,0,2,1,0
28,166.0,72.0,167,0,0,0,0,9,1,0
28,180.0,60.0,70,0,0,0,0,6,1,0
25,183.0,75.0,186,0,0,0,0,3,1,0
19,175.0,70.0,186,0,0,0,0,3,1,0
29,180.0,71.0,11,0,0,0,0,2,0,1
31,170.0,65.0,70,0,0,0,0,12,0,1
29,172.0,58.0,12,0,0,0,0,6,1,0
25,184.0,78.0,129,0,0,0,0,6,0,1
30,160.0,47.0,32,0,0,0,0,2,1,0
32,171.0,77.0,49,0,0,0,0,14,0,1
22,174.0,64.0,184,0,0,0,0,6,1,0
27,180.0,59.0,2,0,0,0,0,2,1,0
24,178.0,61.0,186,0,0,0,0,22,1,0
29,168.0,53.0,70,0,0,0,0,5,1,0
23,182.0,86.0,70,0,0,0,0,16,0,1
29,165.0,56.0,186,0,0,0,0,15,1,0
26,180.0,81.0,186,0,0,0,0,1,0,1
24,181.0,128.0,11,0,0,0,0,2,0,1
32,172.0,68.0,162,0,0,0,0,15,0,1
28,170.0,62.0,90,0,0,0,0,2,1,0
26,186.0,86.0,150,0,0,0,0,19,0,1
25,176.0,69.0,62,0,0,0,0,11,1,0
26,178.0,83.0,46,0,0,0,0,11,0,1
18,183.0,74.0,182,0,0,0,0,6,0,1
27,197.0,95.0,11,0,0,0,0,6,0,1
28,166.0,61.0,70,0,0,0,0,10,1,0
33,196.0,96.0,149,0,0,0,0,3,0,1
31,191.0,110.0,162,0,0,0,0,32,0,1
35,181.0,65.0,66,0,0,0,0,2,0,1
28,179.0,75.0,143,0,0,0,0,2,0,1
27,180.0,72.0,186,0,0,0,0,11,0,1
22,199.0,122.0,70,0,0,0,0,2,0,1
34,173.0,74.0,66,0,0,0,0,10,1,0
26,193.0,90.0,12,0,0,0,0,6,0,1
33,182.0,83.0,66,1,0,0,1,14,0,1
41,172.0,68.0,193,0,0,0,0,11,1,0
35,189.0,90.0,29,0,0,0,0,6,0,1
23,158.0,50.0,37,0,0,0,0,9,1,0
25,193.0,88.0,189,0,0,0,0,6,0,1
